Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,Cases2021,Cases2022,TOT_POP
Posey County,Indiana,Low Incidence,18,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25098
Pulaski County,Indiana,Low Incidence,18,131,0,1,1,0,1,0,1,0,1,3,0,0,0,1,3,2,1,4,1,2,0,3,12449
Putnam County,Indiana,Low Incidence,18,133,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,3,1,1,1,2,37294
Randolph County,Indiana,Low Incidence,18,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24350
Ripley County,Indiana,Low Incidence,18,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,4,3,0,29030
Rush County,Indiana,Low Incidence,18,139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16672
St. Joseph County,Indiana,Low Incidence,18,141,2,3,1,3,1,2,4,6,10,5,10,10,16,21,31,21,25,21,19,25,40,17,272282
Scott County,Indiana,Low Incidence,18,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,24500
Shelby County,Indiana,Low Incidence,18,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45189
Spencer County,Indiana,Low Incidence,18,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19849
Starke County,Indiana,Low Incidence,18,149,2,0,0,0,0,0,0,3,2,6,2,5,5,4,4,2,0,0,2,0,3,2,23203
Steuben County,Indiana,Low Incidence,18,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,34772
Sullivan County,Indiana,Low Incidence,18,153,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20671
Switzerland County,Indiana,Low Incidence,18,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10009
Tippecanoe County,Indiana,Low Incidence,18,157,0,0,1,1,2,1,3,1,2,0,2,3,1,4,4,2,3,2,3,6,6,1,188237
Tipton County,Indiana,Low Incidence,18,159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15325
Union County,Indiana,Low Incidence,18,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6967
Vanderburgh County,Indiana,Low Incidence,18,163,2,1,1,2,0,0,2,2,3,2,0,2,0,0,0,0,3,0,2,2,2,1,179563
Vermillion County,Indiana,Low Incidence,18,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15433
Vigo County,Indiana,Low Incidence,18,167,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,5,0,1,4,5,5,106082
Wabash County,Indiana,Low Incidence,18,169,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,2,2,30842
Warren County,Indiana,Low Incidence,18,171,0,0,0,0,0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8488
Warrick County,Indiana,Low Incidence,18,173,0,0,1,1,0,0,3,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,65231
Washington County,Indiana,Low Incidence,18,175,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,28171
Wayne County,Indiana,Low Incidence,18,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66216
Wells County,Indiana,Low Incidence,18,179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28298
White County,Indiana,Low Incidence,18,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,24660
Whitley County,Indiana,Low Incidence,18,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34577
Adair County,Iowa,Low Incidence,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7457
Adams County,Iowa,Low Incidence,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3601
Allamakee County,Iowa,Low Incidence,19,5,3,2,1,2,8,4,5,4,2,1,11,11,9,4,5,7,2,10,3,2,3,1,14018
Appanoose County,Iowa,Low Incidence,19,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,12141
Audubon County,Iowa,Low Incidence,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5575
Benton County,Iowa,Low Incidence,19,11,0,0,0,0,3,2,0,1,0,0,2,0,4,0,14,3,9,5,5,2,5,1,25742
Black Hawk County,Iowa,Low Incidence,19,13,0,0,1,2,3,3,0,2,1,1,3,5,6,2,8,3,7,4,5,2,0,4,130052
Boone County,Iowa,Low Incidence,19,15,0,0,1,1,0,1,0,0,0,1,0,3,4,0,5,0,2,3,3,4,5,0,26579
Bremer County,Iowa,Low Incidence,19,17,0,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,1,1,1,2,0,0,25254
Buchanan County,Iowa,Low Incidence,19,19,0,0,0,0,0,2,0,2,0,0,0,1,3,1,3,4,0,3,1,1,0,1,20689
Buena Vista County,Iowa,Low Incidence,19,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20644
Butler County,Iowa,Low Incidence,19,23,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,14246
Calhoun County,Iowa,Low Incidence,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9725
Carroll County,Iowa,Low Incidence,19,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20541
Cass County,Iowa,Low Incidence,19,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,13137
Cedar County,Iowa,Low Incidence,19,31,0,0,1,0,1,1,1,0,2,1,1,0,0,0,1,5,4,1,1,2,5,0,18353
Cerro Gordo County,Iowa,Low Incidence,19,33,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,2,2,0,0,1,42426
Cherokee County,Iowa,Low Incidence,19,35,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11490
Chickasaw County,Iowa,Low Incidence,19,37,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,2,1,1,2,0,1,0,11728
Clarke County,Iowa,Low Incidence,19,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9643
Clay County,Iowa,Low Incidence,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16507
Clayton County,Iowa,Low Incidence,19,43,2,1,1,3,5,5,6,10,10,10,13,12,17,6,14,12,16,8,17,10,10,3,17057
Clinton County,Iowa,Low Incidence,19,45,1,0,0,1,1,0,2,5,1,0,1,3,2,6,5,4,0,1,4,2,4,1,46255
Crawford County,Iowa,Low Incidence,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,16129
Dallas County,Iowa,Low Incidence,19,49,0,1,0,0,0,1,1,1,3,0,0,1,1,2,4,2,3,4,7,6,7,5,108146
Davis County,Iowa,Low Incidence,19,51,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,3,1,9147
Decatur County,Iowa,Low Incidence,19,53,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,7695
Delaware County,Iowa,Low Incidence,19,55,0,0,1,1,1,2,1,2,1,1,0,2,7,0,9,5,3,2,4,3,2,6,17607
Des Moines County,Iowa,Low Incidence,19,57,1,2,1,0,0,0,1,0,1,0,2,0,5,4,2,1,1,2,1,5,3,1,38242
Dickinson County,Iowa,Low Incidence,19,59,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,18048
Dubuque County,Iowa,Low Incidence,19,61,0,3,4,2,3,7,5,7,8,5,12,9,29,17,27,22,36,33,30,27,50,16,98715
Emmet County,Iowa,Low Incidence,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9214
Fayette County,Iowa,Low Incidence,19,65,0,0,1,3,1,3,7,1,2,2,3,4,1,1,2,4,3,3,1,1,1,0,19266
Floyd County,Iowa,Low Incidence,19,67,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0,15348
Franklin County,Iowa,Low Incidence,19,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9946
Fremont County,Iowa,Low Incidence,19,71,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6475
Greene County,Iowa,Low Incidence,19,73,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
Grundy County,Iowa,Low Incidence,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12355
Guthrie County,Iowa,Low Incidence,19,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10681
Hamilton County,Iowa,Low Incidence,19,79,0,0,0,0,0,2,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,14803
Hancock County,Iowa,Low Incidence,19,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10651
Hardin County,Iowa,Low Incidence,19,83,0,1,2,0,0,0,0,1,0,0,1,1,3,1,0,1,1,0,1,1,0,0,16614
Harrison County,Iowa,Low Incidence,19,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14680
Henry County,Iowa,Low Incidence,19,87,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2,4,4,2,1,20253
Howard County,Iowa,Low Incidence,19,89,0,0,0,0,0,3,2,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,9509
Humboldt County,Iowa,Low Incidence,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9521
Ida County,Iowa,Low Incidence,19,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6905
Iowa County,Iowa,Low Incidence,19,95,5,2,0,3,1,2,8,6,3,2,0,1,5,2,1,3,0,3,3,2,3,3,16497
Jackson County,Iowa,Low Incidence,19,97,0,1,1,0,2,1,3,1,3,4,4,3,12,10,8,6,7,4,6,5,6,2,19346
Jasper County,Iowa,Low Incidence,19,99,1,1,1,0,1,2,2,0,1,1,0,1,1,3,0,1,2,2,0,2,4,1,37949
Jefferson County,Iowa,Low Incidence,19,101,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,1,4,4,0,3,1,15668
Johnson County,Iowa,Low Incidence,19,103,2,3,4,6,13,11,28,16,25,24,13,26,40,42,66,38,43,58,57,43,67,34,156915
Jones County,Iowa,Low Incidence,19,105,1,0,2,0,0,0,0,1,0,0,0,1,0,0,3,1,4,2,1,5,6,3,20949
Keokuk County,Iowa,Low Incidence,19,107,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,0,1,9883
Kossuth County,Iowa,Low Incidence,19,109,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,14465
Lee County,Iowa,Low Incidence,19,111,1,0,2,0,0,0,2,2,2,0,0,1,0,2,2,0,0,4,1,4,3,1,32829
Linn County,Iowa,Low Incidence,19,113,2,2,6,1,5,10,10,5,8,8,10,13,15,19,39,42,33,47,40,44,40,18,228940
Louisa County,Iowa,Low Incidence,19,115,0,0,0,0,0,2,2,3,1,0,0,3,0,1,1,0,0,0,2,0,2,1,10617
Lucas County,Iowa,Low Incidence,19,117,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,5,0,8702
Lyon County,Iowa,Low Incidence,19,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12177
Madison County,Iowa,Low Incidence,19,121,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,2,0,17040
Mahaska County,Iowa,Low Incidence,19,123,0,0,0,0,0,1,0,1,1,0,0,1,1,0,4,0,0,1,4,2,3,1,21971
Marion County,Iowa,Low Incidence,19,125,0,2,1,0,1,0,2,0,0,0,1,4,4,9,6,3,1,2,4,5,10,2,33630
Marshall County,Iowa,Low Incidence,19,127,0,2,2,0,1,1,1,1,0,0,0,2,1,0,5,2,2,2,0,0,0,0,39821
Mills County,Iowa,Low Incidence,19,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14535
Mitchell County,Iowa,Low Incidence,19,131,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10544
Monona County,Iowa,Low Incidence,19,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8506
Monroe County,Iowa,Low Incidence,19,135,0,0,1,0,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,7530
Montgomery County,Iowa,Low Incidence,19,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,10210
Muscatine County,Iowa,Low Incidence,19,139,2,3,3,6,9,2,4,5,4,2,1,7,8,11,11,7,2,7,3,5,8,1,42395
O'Brien County,Iowa,Low Incidence,19,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14085
Osceola County,Iowa,Low Incidence,19,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6072
Page County,Iowa,Low Incidence,19,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,15176
Palo Alto County,Iowa,Low Incidence,19,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8790
Plymouth County,Iowa,Low Incidence,19,149,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25722
Pocahontas County,Iowa,Low Incidence,19,151,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7073
Polk County,Iowa,Low Incidence,19,153,1,2,0,2,7,8,4,7,6,4,3,10,8,18,17,14,21,11,22,20,36,13,501184
Pottawattamie County,Iowa,Low Incidence,19,155,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,3,2,0,0,1,0,93065
Poweshiek County,Iowa,Low Incidence,19,157,0,0,0,0,1,0,0,0,2,1,0,1,2,2,0,1,0,1,3,0,1,0,18518
Ringgold County,Iowa,Low Incidence,19,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4688
Sac County,Iowa,Low Incidence,19,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9689
Scott County,Iowa,Low Incidence,19,163,4,5,6,2,5,6,2,7,6,3,3,11,12,13,14,8,14,11,9,6,9,6,173751
Shelby County,Iowa,Low Incidence,19,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11711
Sioux County,Iowa,Low Incidence,19,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,36127
Story County,Iowa,Low Incidence,19,169,1,3,5,3,4,0,2,1,2,0,1,2,3,2,3,5,5,1,3,4,5,3,98257
Tama County,Iowa,Low Incidence,19,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,3,16943
Taylor County,Iowa,Low Incidence,19,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5875
Union County,Iowa,Low Incidence,19,175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11903
Van Buren County,Iowa,Low Incidence,19,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,7252
Wapello County,Iowa,Low Incidence,19,179,1,2,0,1,0,1,1,0,0,0,1,2,2,0,3,2,0,1,6,8,4,3,35081
Warren County,Iowa,Low Incidence,19,181,0,0,0,1,0,1,1,1,2,0,2,0,0,0,1,4,0,2,6,2,2,2,54303
Washington County,Iowa,Low Incidence,19,183,0,0,0,0,0,0,2,0,0,1,0,1,3,2,4,5,0,3,1,2,12,2,22542
Wayne County,Iowa,Low Incidence,19,185,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6490
Webster County,Iowa,Low Incidence,19,187,0,0,2,0,2,0,2,0,0,0,0,2,3,0,1,1,2,5,2,2,3,2,36652
Winnebago County,Iowa,Low Incidence,19,189,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,10639
Winneshiek County,Iowa,Low Incidence,19,191,0,0,2,1,3,1,3,7,2,5,6,8,13,4,6,7,8,9,10,4,8,3,19902
Woodbury County,Iowa,Low Incidence,19,193,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,1,0,0,1,105558
Worth County,Iowa,Low Incidence,19,195,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,7311
Wright County,Iowa,Low Incidence,19,197,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12695
Allen County,Kansas,Low Incidence,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,12489
Anderson County,Kansas,Low Incidence,20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7798
Atchison County,Kansas,Low Incidence,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16053
Barber County,Kansas,Low Incidence,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4124
Barton County,Kansas,Low Incidence,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25058
Bourbon County,Kansas,Low Incidence,20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,14443
Brown County,Kansas,Low Incidence,20,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373
Butler County,Kansas,Low Incidence,20,15,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,68289
Chase County,Kansas,Low Incidence,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2568
Chautauqua County,Kansas,Low Incidence,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387
Cherokee County,Kansas,Low Incidence,20,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,19025
Cheyenne County,Kansas,Low Incidence,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618
Clark County,Kansas,Low Incidence,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939
Clay County,Kansas,Low Incidence,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8041
Cloud County,Kansas,Low Incidence,20,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8934
Coffey County,Kansas,Low Incidence,20,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8252
Comanche County,Kansas,Low Incidence,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690
Cowley County,Kansas,Low Incidence,20,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,34423
Crawford County,Kansas,Low Incidence,20,37,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,2,1,0,1,0,39145
Decatur County,Kansas,Low Incidence,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689
Dickinson County,Kansas,Low Incidence,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,18355
Doniphan County,Kansas,Low Incidence,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7475
Douglas County,Kansas,Low Incidence,20,45,0,4,1,0,0,0,0,0,4,1,2,3,6,2,0,1,1,2,0,3,1,1,120007
Edwards County,Kansas,Low Incidence,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760
Elk County,Kansas,Low Incidence,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448
Ellis County,Kansas,Low Incidence,20,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28840
Ellsworth County,Kansas,Low Incidence,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6383
Finney County,Kansas,Low Incidence,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37639
Ford County,Kansas,Low Incidence,20,57,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,0,0,0,33924
Franklin County,Kansas,Low Incidence,20,59,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,25959
Geary County,Kansas,Low Incidence,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,35529
Gove County,Kansas,Low Incidence,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742
Graham County,Kansas,Low Incidence,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397
Grant County,Kansas,Low Incidence,20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7250
Gray County,Kansas,Low Incidence,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5711
Greeley County,Kansas,Low Incidence,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232
Greenwood County,Kansas,Low Incidence,20,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5908
Hamilton County,Kansas,Low Incidence,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452
Harper County,Kansas,Low Incidence,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400
Harvey County,Kansas,Low Incidence,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33671
Haskell County,Kansas,Low Incidence,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3595
Hodgeman County,Kansas,Low Incidence,20,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697
Jackson County,Kansas,Low Incidence,20,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,13292
Jefferson County,Kansas,Low Incidence,20,87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18354
Jewell County,Kansas,Low Incidence,20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885
Johnson County,Kansas,Low Incidence,20,91,0,1,0,0,1,2,3,4,7,5,3,5,7,3,5,7,5,6,4,6,4,4,619091
Kearny County,Kansas,Low Incidence,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3865
Kingman County,Kansas,Low Incidence,20,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7174
Kiowa County,Kansas,Low Incidence,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2405
Labette County,Kansas,Low Incidence,20,99,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,3,0,2,0,19702
Lane County,Kansas,Low Incidence,20,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544
Leavenworth County,Kansas,Low Incidence,20,103,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,3,1,2,0,2,0,82922
Lincoln County,Kansas,Low Incidence,20,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911
Linn County,Kansas,Low Incidence,20,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9777
Logan County,Kansas,Low Incidence,20,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703
Lyon County,Kansas,Low Incidence,20,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,32031
McPherson County,Kansas,Low Incidence,20,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30063
Marion County,Kansas,Low Incidence,20,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11783
Marshall County,Kansas,Low Incidence,20,117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9992
Meade County,Kansas,Low Incidence,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913
Miami County,Kansas,Low Incidence,20,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34791
Mitchell County,Kansas,Low Incidence,20,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5730
Montgomery County,Kansas,Low Incidence,20,125,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2,0,30853
Morris County,Kansas,Low Incidence,20,127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5400
Morton County,Kansas,Low Incidence,20,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601
Nemaha County,Kansas,Low Incidence,20,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10164
Neosho County,Kansas,Low Incidence,20,133,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,15583
Ness County,Kansas,Low Incidence,20,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657
Norton County,Kansas,Low Incidence,20,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5325
Osage County,Kansas,Low Incidence,20,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15705
Osborne County,Kansas,Low Incidence,20,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3481
Ottawa County,Kansas,Low Incidence,20,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5806
Pawnee County,Kansas,Low Incidence,20,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6188
